dropped_contig	size	source
HG02717#1#h1tg000422l	28722	Human gammaherpesvirus 4
HG02717#1#h1tg000424l	22529	Human gammaherpesvirus 4
HG02717#1#h1tg000427l	26829	Human gammaherpesvirus 4
HG02717#1#h1tg000437l	32399	Human gammaherpesvirus 4
HG02717#1#h1tg000446l	33421	Human gammaherpesvirus 4
HG02723#2#h2tg000351l	35341	Human gammaherpesvirus 4
HG02723#2#h2tg000353l	49350	Human gammaherpesvirus 4
HG02723#2#h2tg000375l	45139	Human gammaherpesvirus 4
HG02723#2#h2tg000383l	35785	Human gammaherpesvirus 4
HG02723#1#h1tg000289l	44922	Human gammaherpesvirus 4
HG02723#1#h1tg000334l	40301	Human gammaherpesvirus 4
HG02723#1#h1tg000339l	36292	Human gammaherpesvirus 4
HG02723#1#h1tg000347l	39531	Human gammaherpesvirus 4
HG02723#1#h1tg000386l	31768	Human gammaherpesvirus 4
HG02723#1#h1tg000387l	28209	Human gammaherpesvirus 4
HG02723#1#h1tg000389l	35341	Human gammaherpesvirus 4
HG02723#1#h1tg000394l	49350	Human gammaherpesvirus 4
HG02723#1#h1tg000409l	38020	Human gammaherpesvirus 4
HG02723#1#h1tg000413l	28256	Human gammaherpesvirus 4
HG02723#1#h1tg000414l	26942	Human gammaherpesvirus 4
HG02723#1#h1tg000423l	26763	Human gammaherpesvirus 4
HG02723#1#h1tg000428l	34282	Human gammaherpesvirus 4
HG02723#1#h1tg000433l	45139	Human gammaherpesvirus 4
HG02723#1#h1tg000434l	28310	Human gammaherpesvirus 4
HG02723#1#h1tg000447l	35281	Human gammaherpesvirus 4
HG02723#1#h1tg000451l	35785	Human gammaherpesvirus 4
HG02723#1#h1tg000458l	30253	Human gammaherpesvirus 4
HG02723#1#h1tg000463l	37375	Human gammaherpesvirus 4
HG02723#1#h1tg000475l	31480	Human gammaherpesvirus 4
HG02723#1#h1tg000484l	32094	Human gammaherpesvirus 4
HG02723#1#h1tg000491l	27191	Human gammaherpesvirus 4
HG02723#1#h1tg000493l	30784	Human gammaherpesvirus 4
HG02723#1#h1tg000496l	29218	Human gammaherpesvirus 4
HG02723#1#h1tg000503l	50488	Human gammaherpesvirus 4
HG02723#1#h1tg000508l	29056	Human gammaherpesvirus 4
HG02723#1#h1tg000509l	28286	Human gammaherpesvirus 4
HG02723#1#h1tg000519l	34787	Human gammaherpesvirus 4
HG02723#1#h1tg000521l	37027	Human gammaherpesvirus 4
HG02723#1#h1tg000528l	22703	Human gammaherpesvirus 4
HG02723#1#h1tg000534l	35679	Human gammaherpesvirus 4
HG02723#1#h1tg000535l	30379	Human gammaherpesvirus 4
HG02723#1#h1tg000536l	32683	Human gammaherpesvirus 4
HG02723#1#h1tg000541l	40803	Human gammaherpesvirus 4
HG02723#1#h1tg000548l	27545	Human gammaherpesvirus 4
HG02723#1#h1tg000549l	26713	Human gammaherpesvirus 4
HG02723#1#h1tg000552l	30587	Human gammaherpesvirus 4
HG02723#1#h1tg000557l	33221	Human gammaherpesvirus 4
HG02723#1#h1tg000558l	38293	Human gammaherpesvirus 4
HG02723#1#h1tg000563l	22068	Human gammaherpesvirus 4
HG02723#1#h1tg000564l	30640	Human gammaherpesvirus 4
HG02723#1#h1tg000565l	35532	Human gammaherpesvirus 4
HG02723#1#h1tg000566l	33058	Human gammaherpesvirus 4
HG02723#1#h1tg000572l	35994	Human gammaherpesvirus 4
HG02723#1#h1tg000574l	34134	Human gammaherpesvirus 4
HG02818#2#h2tg000417l	37190	Human gammaherpesvirus 4
HG02818#2#h2tg000473l	37249	Human gammaherpesvirus 4
HG02818#2#h2tg000488l	36964	Human gammaherpesvirus 4
HG02818#2#h2tg000546l	47671	Human gammaherpesvirus 4
HG02818#2#h2tg000549l	68962	Human gammaherpesvirus 4
HG02818#2#h2tg000552l	32946	Human gammaherpesvirus 4
HG02818#2#h2tg000561l	53942	Human gammaherpesvirus 4
HG02818#2#h2tg000602l	68621	Human gammaherpesvirus 4
HG02818#2#h2tg000608l	31418	Human gammaherpesvirus 4
HG02818#2#h2tg000612l	33290	Human gammaherpesvirus 4
HG02818#2#h2tg000615l	30896	Human gammaherpesvirus 4
HG02818#2#h2tg000616l	29526	Human gammaherpesvirus 4
HG02818#2#h2tg000626l	38897	Human gammaherpesvirus 4
HG02818#2#h2tg000656l	30081	Human gammaherpesvirus 4
HG02818#1#h1tg000310l	30058	Human gammaherpesvirus 4
HG02818#1#h1tg000367l	37190	Human gammaherpesvirus 4
HG02818#1#h1tg000387l	27193	Human gammaherpesvirus 4
HG02818#1#h1tg000396l	29359	Human gammaherpesvirus 4
HG02818#1#h1tg000399l	31861	Human gammaherpesvirus 4
HG02818#1#h1tg000420l	29657	Human gammaherpesvirus 4
HG02818#1#h1tg000421l	37249	Human gammaherpesvirus 4
HG02818#1#h1tg000432l	33868	Human gammaherpesvirus 4
HG02818#1#h1tg000434l	36964	Human gammaherpesvirus 4
HG02818#1#h1tg000459l	47433	Human gammaherpesvirus 4
HG02818#1#h1tg000463l	27741	Human gammaherpesvirus 4
HG02818#1#h1tg000468l	28541	Human gammaherpesvirus 4
HG02818#1#h1tg000478l	68962	Human gammaherpesvirus 4
HG02818#1#h1tg000480l	41008	Human gammaherpesvirus 4
HG02818#1#h1tg000482l	33970	Human gammaherpesvirus 4
HG02818#1#h1tg000486l	49739	Human gammaherpesvirus 4
HG02818#1#h1tg000490l	32946	Human gammaherpesvirus 4
HG02818#1#h1tg000495l	53942	Human gammaherpesvirus 4
HG02818#1#h1tg000498l	35667	Human gammaherpesvirus 4
HG02818#1#h1tg000503l	34547	Human gammaherpesvirus 4
HG02818#1#h1tg000510l	29607	Human gammaherpesvirus 4
HG02818#1#h1tg000513l	37213	Human gammaherpesvirus 4
HG02818#1#h1tg000515l	30378	Human gammaherpesvirus 4
HG02818#1#h1tg000517l	35028	Human gammaherpesvirus 4
HG02818#1#h1tg000518l	36036	Human gammaherpesvirus 4
HG02818#1#h1tg000519l	39280	Human gammaherpesvirus 4
HG02818#1#h1tg000524l	28782	Human gammaherpesvirus 4
HG02818#1#h1tg000528l	68621	Human gammaherpesvirus 4
HG02818#1#h1tg000532l	31418	Human gammaherpesvirus 4
HG02818#1#h1tg000534l	33290	Human gammaherpesvirus 4
HG02818#1#h1tg000537l	39857	Human gammaherpesvirus 4
HG02818#1#h1tg000538l	42337	Human gammaherpesvirus 4
HG02818#1#h1tg000540l	30644	Human gammaherpesvirus 4
HG02818#1#h1tg000543l	29526	Human gammaherpesvirus 4
HG02818#1#h1tg000549l	32305	Human gammaherpesvirus 4
HG02818#1#h1tg000560l	38897	Human gammaherpesvirus 4
HG02818#1#h1tg000565l	40998	Human gammaherpesvirus 4
HG02818#1#h1tg000571l	23962	Human gammaherpesvirus 4
HG02818#1#h1tg000575l	39846	Human gammaherpesvirus 4
HG02818#1#h1tg000581l	32303	Human gammaherpesvirus 4
HG02818#1#h1tg000585l	24382	Human gammaherpesvirus 4
HG02818#1#h1tg000586l	31471	Human gammaherpesvirus 4
HG02818#1#h1tg000587l	42470	Human gammaherpesvirus 4
HG02818#1#h1tg000590l	32713	Human gammaherpesvirus 4
HG02818#1#h1tg000592l	49951	Human gammaherpesvirus 4
HG02818#1#h1tg000593l	32370	Human gammaherpesvirus 4
HG02818#1#h1tg000594l	32992	Human gammaherpesvirus 4
HG02818#1#h1tg000595l	36129	Human gammaherpesvirus 4
HG02818#1#h1tg000475l	16074	Human gammaherpesvirus 4
HG02886#2#h2tg000253l	57368	Human gammaherpesvirus 4
HG02886#2#h2tg000264l	74404	Human gammaherpesvirus 4
HG02886#2#h2tg000302l	70970	Human gammaherpesvirus 4
HG02886#2#h2tg000303l	48504	Human gammaherpesvirus 4
HG02886#2#h2tg000312l	68461	Human gammaherpesvirus 4
HG02886#2#h2tg000316l	56870	Human gammaherpesvirus 4
HG02886#2#h2tg000357l	43963	Human gammaherpesvirus 4
HG02886#2#h2tg000375l	76455	Human gammaherpesvirus 4
HG02886#2#h2tg000378l	51482	Human gammaherpesvirus 4
HG02886#2#h2tg000394l	44518	Human gammaherpesvirus 4
HG02886#2#h2tg000401l	41350	Human gammaherpesvirus 4
HG02886#2#h2tg000406l	49778	Human gammaherpesvirus 4
HG02886#2#h2tg000417l	47802	Human gammaherpesvirus 4
HG02886#2#h2tg000424l	39833	Human gammaherpesvirus 4
HG02886#2#h2tg000425l	107671	Human gammaherpesvirus 4
HG02886#2#h2tg000428l	42306	Human gammaherpesvirus 4
HG02886#2#h2tg000437l	51848	Human gammaherpesvirus 4
HG02886#2#h2tg000460l	34236	Human gammaherpesvirus 4
HG02886#2#h2tg000468l	30754	Human gammaherpesvirus 4
HG02886#2#h2tg000469l	48387	Human gammaherpesvirus 4
HG02886#2#h2tg000482l	45071	Human gammaherpesvirus 4
HG02886#2#h2tg000489l	61668	Human gammaherpesvirus 4
HG02886#2#h2tg000493l	49784	Human gammaherpesvirus 4
HG02886#2#h2tg000505l	40904	Human gammaherpesvirus 4
HG02886#1#h1tg000238l	36231	Human gammaherpesvirus 4
HG02886#1#h1tg000251l	27614	Human gammaherpesvirus 4
HG02886#1#h1tg000263l	29094	Human gammaherpesvirus 4
HG02886#1#h1tg000268l	57368	Human gammaherpesvirus 4
HG02886#1#h1tg000280l	74404	Human gammaherpesvirus 4
HG02886#1#h1tg000289l	36246	Human gammaherpesvirus 4
HG02886#1#h1tg000310l	26696	Human gammaherpesvirus 4
HG02886#1#h1tg000314l	26767	Human gammaherpesvirus 4
HG02886#1#h1tg000316l	32704	Human gammaherpesvirus 4
HG02886#1#h1tg000320l	70970	Human gammaherpesvirus 4
HG02886#1#h1tg000323l	48504	Human gammaherpesvirus 4
HG02886#1#h1tg000328l	68461	Human gammaherpesvirus 4
HG02886#1#h1tg000333l	56870	Human gammaherpesvirus 4
HG02886#1#h1tg000345l	28310	Human gammaherpesvirus 4
HG02886#1#h1tg000355l	24005	Human gammaherpesvirus 4
HG02886#1#h1tg000359l	27071	Human gammaherpesvirus 4
HG02886#1#h1tg000360l	30588	Human gammaherpesvirus 4
HG02886#1#h1tg000367l	37206	Human gammaherpesvirus 4
HG02886#1#h1tg000368l	43963	Human gammaherpesvirus 4
HG02886#1#h1tg000373l	33851	Human gammaherpesvirus 4
HG02886#1#h1tg000374l	34108	Human gammaherpesvirus 4
HG02886#1#h1tg000378l	76455	Human gammaherpesvirus 4
HG02886#1#h1tg000383l	31473	Human gammaherpesvirus 4
HG02886#1#h1tg000387l	51482	Human gammaherpesvirus 4
HG02886#1#h1tg000393l	33271	Human gammaherpesvirus 4
HG02886#1#h1tg000394l	32445	Human gammaherpesvirus 4
HG02886#1#h1tg000397l	28339	Human gammaherpesvirus 4
HG02886#1#h1tg000401l	44518	Human gammaherpesvirus 4
HG02886#1#h1tg000406l	27917	Human gammaherpesvirus 4
HG02886#1#h1tg000407l	33693	Human gammaherpesvirus 4
HG02886#1#h1tg000409l	23144	Human gammaherpesvirus 4
HG02886#1#h1tg000413l	49778	Human gammaherpesvirus 4
HG02886#1#h1tg000423l	47802	Human gammaherpesvirus 4
HG02886#1#h1tg000424l	32000	Human gammaherpesvirus 4
HG02886#1#h1tg000426l	39520	Human gammaherpesvirus 4
HG02886#1#h1tg000430l	39833	Human gammaherpesvirus 4
HG02886#1#h1tg000431l	107671	Human gammaherpesvirus 4
HG02886#1#h1tg000439l	34524	Human gammaherpesvirus 4
HG02886#1#h1tg000445l	42306	Human gammaherpesvirus 4
HG02886#1#h1tg000454l	51848	Human gammaherpesvirus 4
HG02886#1#h1tg000455l	41535	Human gammaherpesvirus 4
HG02886#1#h1tg000462l	37020	Human gammaherpesvirus 4
HG02886#1#h1tg000465l	34236	Human gammaherpesvirus 4
HG02886#1#h1tg000468l	55382	Human gammaherpesvirus 4
HG02886#1#h1tg000471l	38800	Human gammaherpesvirus 4
HG02886#1#h1tg000474l	30754	Human gammaherpesvirus 4
HG02886#1#h1tg000476l	48387	Human gammaherpesvirus 4
HG02886#1#h1tg000478l	34540	Human gammaherpesvirus 4
HG02886#1#h1tg000479l	38221	Human gammaherpesvirus 4
HG02886#1#h1tg000480l	38314	Human gammaherpesvirus 4
HG02886#1#h1tg000481l	32678	Human gammaherpesvirus 4
HG02886#1#h1tg000482l	32932	Human gammaherpesvirus 4
HG02886#1#h1tg000484l	36074	Human gammaherpesvirus 4
HG02886#1#h1tg000486l	45071	Human gammaherpesvirus 4
HG02886#1#h1tg000487l	29708	Human gammaherpesvirus 4
HG02886#1#h1tg000491l	61668	Human gammaherpesvirus 4
HG02886#1#h1tg000492l	42189	Human gammaherpesvirus 4
HG02886#1#h1tg000493l	45906	Human gammaherpesvirus 4
HG02886#1#h1tg000500l	43324	Human gammaherpesvirus 4
HG02886#1#h1tg000501l	34967	Human gammaherpesvirus 4
HG02886#1#h1tg000503l	49784	Human gammaherpesvirus 4
HG02886#1#h1tg000505l	27353	Human gammaherpesvirus 4
HG02886#1#h1tg000507l	33066	Human gammaherpesvirus 4
HG02886#1#h1tg000508l	28154	Human gammaherpesvirus 4
HG02886#1#h1tg000516l	30298	Human gammaherpesvirus 4
HG02886#1#h1tg000517l	22488	Human gammaherpesvirus 4
HG02886#1#h1tg000525l	33363	Human gammaherpesvirus 4
HG02886#1#h1tg000528l	40904	Human gammaherpesvirus 4
HG02886#1#h1tg000529l	33750	Human gammaherpesvirus 4
HG02886#1#h1tg000555l	34352	Human gammaherpesvirus 4
HG02886#1#h1tg000560l	31141	Human gammaherpesvirus 4
HG03098#2#h2tg000264l	58398	Human gammaherpesvirus 4
HG03098#2#h2tg000305l	45663	Human gammaherpesvirus 4
HG03098#2#h2tg000323l	46926	Human gammaherpesvirus 4
HG03098#1#h1tg000243l	33989	Human gammaherpesvirus 4
HG03098#1#h1tg000279l	41264	Human gammaherpesvirus 4
HG03098#1#h1tg000280l	58398	Human gammaherpesvirus 4
HG03098#1#h1tg000283l	42443	Human gammaherpesvirus 4
HG03098#1#h1tg000324l	34765	Human gammaherpesvirus 4
HG03098#1#h1tg000327l	46542	Human gammaherpesvirus 4
HG03098#1#h1tg000332l	35829	Human gammaherpesvirus 4
HG03098#1#h1tg000358l	45663	Human gammaherpesvirus 4
HG03098#1#h1tg000382l	44052	Human gammaherpesvirus 4
HG03098#1#h1tg000393l	28893	Human gammaherpesvirus 4
HG03098#1#h1tg000402l	47587	Human gammaherpesvirus 4
HG03098#1#h1tg000405l	30472	Human gammaherpesvirus 4
HG03098#1#h1tg000415l	29981	Human gammaherpesvirus 4
HG03098#1#h1tg000420l	62501	Human gammaherpesvirus 4
HG03098#1#h1tg000423l	35607	Human gammaherpesvirus 4
HG03098#1#h1tg000427l	46926	Human gammaherpesvirus 4
HG03098#1#h1tg000440l	32670	Human gammaherpesvirus 4
HG03098#1#h1tg000454l	35094	Human gammaherpesvirus 4
HG03098#1#h1tg000455l	26858	Human gammaherpesvirus 4
HG03453#2#h2tg000208l	45792	Human gammaherpesvirus 4
HG03453#2#h2tg000305l	43977	Human gammaherpesvirus 4
HG03453#2#h2tg000311l	46593	Human gammaherpesvirus 4
HG03453#2#h2tg000374l	52126	Human gammaherpesvirus 4
HG03453#2#h2tg000394l	34281	Human gammaherpesvirus 4
HG03453#2#h2tg000411l	39304	Human gammaherpesvirus 4
HG03453#2#h2tg000422l	61968	Human gammaherpesvirus 4
HG03453#2#h2tg000444l	47739	Human gammaherpesvirus 4
HG03453#1#h1tg000151l	38315	Human gammaherpesvirus 4
HG03453#1#h1tg000196l	45792	Human gammaherpesvirus 4
HG03453#1#h1tg000224l	48420	Human gammaherpesvirus 4
HG03453#1#h1tg000293l	43977	Human gammaherpesvirus 4
HG03453#1#h1tg000296l	46593	Human gammaherpesvirus 4
HG03453#1#h1tg000305l	38115	Human gammaherpesvirus 4
HG03453#1#h1tg000335l	33322	Human gammaherpesvirus 4
HG03453#1#h1tg000341l	29497	Human gammaherpesvirus 4
HG03453#1#h1tg000348l	47822	Human gammaherpesvirus 4
HG03453#1#h1tg000350l	41556	Human gammaherpesvirus 4
HG03453#1#h1tg000368l	46250	Human gammaherpesvirus 4
HG03453#1#h1tg000383l	37361	Human gammaherpesvirus 4
HG03453#1#h1tg000391l	52126	Human gammaherpesvirus 4
HG03453#1#h1tg000396l	46473	Human gammaherpesvirus 4
HG03453#1#h1tg000410l	34281	Human gammaherpesvirus 4
HG03453#1#h1tg000411l	39004	Human gammaherpesvirus 4
HG03453#1#h1tg000417l	36230	Human gammaherpesvirus 4
HG03453#1#h1tg000428l	34178	Human gammaherpesvirus 4
HG03453#1#h1tg000434l	26326	Human gammaherpesvirus 4
HG03453#1#h1tg000435l	39304	Human gammaherpesvirus 4
HG03453#1#h1tg000446l	61968	Human gammaherpesvirus 4
HG03453#1#h1tg000451l	28349	Human gammaherpesvirus 4
HG03453#1#h1tg000456l	45188	Human gammaherpesvirus 4
HG03453#1#h1tg000463l	35205	Human gammaherpesvirus 4
HG03453#1#h1tg000465l	42299	Human gammaherpesvirus 4
HG03453#1#h1tg000468l	42626	Human gammaherpesvirus 4
HG03453#1#h1tg000470l	32403	Human gammaherpesvirus 4
HG03453#1#h1tg000474l	40182	Human gammaherpesvirus 4
HG03453#1#h1tg000480l	35721	Human gammaherpesvirus 4
HG03453#1#h1tg000484l	47739	Human gammaherpesvirus 4
HG03453#1#h1tg000487l	45211	Human gammaherpesvirus 4
HG03453#1#h1tg000491l	33566	Human gammaherpesvirus 4
HG03453#1#h1tg000503l	37191	Human gammaherpesvirus 4
HG03453#1#h1tg000492l	13467	Human gammaherpesvirus 4
HG03486#2#h2tg000246l	72956	Human gammaherpesvirus 4
HG03486#2#h2tg000355l	48168	Human gammaherpesvirus 4
HG03486#2#h2tg000357l	89995	Human gammaherpesvirus 4
HG03486#2#h2tg000430l	37146	Human gammaherpesvirus 4
HG03486#2#h2tg000474l	36272	Human gammaherpesvirus 4
HG03486#1#h1tg000248l	72956	Human gammaherpesvirus 4
HG03486#1#h1tg000361l	48168	Human gammaherpesvirus 4
HG03486#1#h1tg000362l	89995	Human gammaherpesvirus 4
HG03486#1#h1tg000363l	24549	Human gammaherpesvirus 4
HG03486#1#h1tg000372l	26800	Human gammaherpesvirus 4
HG03486#1#h1tg000443l	37146	Human gammaherpesvirus 4
HG03486#1#h1tg000477l	28136	Human gammaherpesvirus 4
HG03486#1#h1tg000489l	36272	Human gammaherpesvirus 4
HG03492#2#h2tg000234l	45893	Human gammaherpesvirus 4
HG03492#2#h2tg000394l	76225	Human gammaherpesvirus 4
HG03492#2#h2tg000412l	46276	Human gammaherpesvirus 4
HG03492#2#h2tg000431l	80551	Human gammaherpesvirus 4
HG03492#2#h2tg000479l	53469	Human gammaherpesvirus 4
HG03492#2#h2tg000480l	49131	Human gammaherpesvirus 4
HG03492#2#h2tg000485l	38126	Human gammaherpesvirus 4
HG03492#1#h1tg000240l	45893	Human gammaherpesvirus 4
HG03492#1#h1tg000312l	38860	Human gammaherpesvirus 4
HG03492#1#h1tg000319l	37373	Human gammaherpesvirus 4
HG03492#1#h1tg000322l	37657	Human gammaherpesvirus 4
HG03492#1#h1tg000391l	38837	Human gammaherpesvirus 4
HG03492#1#h1tg000392l	32765	Human gammaherpesvirus 4
HG03492#1#h1tg000408l	49030	Human gammaherpesvirus 4
HG03492#1#h1tg000409l	39368	Human gammaherpesvirus 4
HG03492#1#h1tg000415l	38119	Human gammaherpesvirus 4
HG03492#1#h1tg000427l	38274	Human gammaherpesvirus 4
HG03492#1#h1tg000435l	76225	Human gammaherpesvirus 4
HG03492#1#h1tg000443l	39092	Human gammaherpesvirus 4
HG03492#1#h1tg000454l	42403	Human gammaherpesvirus 4
HG03492#1#h1tg000466l	48642	Human gammaherpesvirus 4
HG03492#1#h1tg000487l	46276	Human gammaherpesvirus 4
HG03492#1#h1tg000488l	57435	Human gammaherpesvirus 4
HG03492#1#h1tg000514l	80551	Human gammaherpesvirus 4
HG03492#1#h1tg000518l	44964	Human gammaherpesvirus 4
HG03492#1#h1tg000532l	34125	Human gammaherpesvirus 4
HG03492#1#h1tg000533l	39096	Human gammaherpesvirus 4
HG03492#1#h1tg000540l	43432	Human gammaherpesvirus 4
HG03492#1#h1tg000548l	38795	Human gammaherpesvirus 4
HG03492#1#h1tg000552l	45925	Human gammaherpesvirus 4
HG03492#1#h1tg000556l	47720	Human gammaherpesvirus 4
HG03492#1#h1tg000559l	51879	Human gammaherpesvirus 4
HG03492#1#h1tg000560l	51699	Human gammaherpesvirus 4
HG03492#1#h1tg000563l	46664	vector/etc
HG03492#1#h1tg000574l	42487	Human gammaherpesvirus 4
HG03492#1#h1tg000575l	36172	Human gammaherpesvirus 4
HG03492#1#h1tg000577l	38175	Human gammaherpesvirus 4
HG03492#1#h1tg000580l	36487	Human gammaherpesvirus 4
HG03492#1#h1tg000586l	35319	Human gammaherpesvirus 4
HG03492#1#h1tg000593l	50073	Human gammaherpesvirus 4
HG03492#1#h1tg000599l	53469	Human gammaherpesvirus 4
HG03492#1#h1tg000600l	35257	Human gammaherpesvirus 4
HG03492#1#h1tg000602l	47457	Human gammaherpesvirus 4
HG03492#1#h1tg000606l	51757	Human gammaherpesvirus 4
HG03492#1#h1tg000607l	49131	Human gammaherpesvirus 4
HG03492#1#h1tg000608l	42360	Human gammaherpesvirus 4
HG03492#1#h1tg000614l	24827	Human gammaherpesvirus 4
HG03492#1#h1tg000615l	38126	Human gammaherpesvirus 4
HG03492#1#h1tg000616l	37606	Human gammaherpesvirus 4
HG03492#1#h1tg000617l	40685	Human gammaherpesvirus 4
HG03492#1#h1tg000618l	32942	Human gammaherpesvirus 4
HG03492#1#h1tg000620l	43574	Human gammaherpesvirus 4
HG03492#1#h1tg000628l	44552	Human gammaherpesvirus 4
HG03492#1#h1tg000633l	32470	Human gammaherpesvirus 4
HG03492#1#h1tg000634l	34072	Human gammaherpesvirus 4
HG03492#1#h1tg000637l	35431	Human gammaherpesvirus 4
HG03492#1#h1tg000638l	38520	Human gammaherpesvirus 4
HG03492#1#h1tg000640l	44249	Human gammaherpesvirus 4
HG03492#1#h1tg000641l	51057	Human gammaherpesvirus 4
HG03492#1#h1tg000644l	42342	Human gammaherpesvirus 4
HG03492#1#h1tg000645l	38409	Human gammaherpesvirus 4
HG03492#1#h1tg000650l	37958	Human gammaherpesvirus 4
HG03492#1#h1tg000651l	33321	Human gammaherpesvirus 4
HG03492#1#h1tg000652l	37747	Human gammaherpesvirus 4
HG03492#1#h1tg000653l	42811	Human gammaherpesvirus 4
HG03492#1#h1tg000654l	44352	Human gammaherpesvirus 4
HG03492#1#h1tg000656l	31844	Human gammaherpesvirus 4
HG03492#1#h1tg000661l	47271	Human gammaherpesvirus 4
HG03492#1#h1tg000669l	38759	Human gammaherpesvirus 4
HG03492#1#h1tg000673l	47213	Human gammaherpesvirus 4
HG03492#1#h1tg000674l	38271	Human gammaherpesvirus 4
HG03492#1#h1tg000677l	44388	Human gammaherpesvirus 4
HG03492#1#h1tg000682l	29690	Human gammaherpesvirus 4
HG03492#1#h1tg000685l	48285	Human gammaherpesvirus 4
HG03516#2#h2tg000106l	57018	Human gammaherpesvirus 4
HG03516#2#h2tg000132l	63940	Human gammaherpesvirus 4
HG03516#2#h2tg000172l	45942	Human gammaherpesvirus 4
HG03516#2#h2tg000254l	65200	Human gammaherpesvirus 4
HG03516#2#h2tg000255l	50026	Human gammaherpesvirus 4
HG03516#2#h2tg000269l	42063	Human gammaherpesvirus 4
HG03516#2#h2tg000272l	43982	Human gammaherpesvirus 4
HG03516#2#h2tg000273l	45615	Human gammaherpesvirus 4
HG03516#2#h2tg000274l	49119	Human gammaherpesvirus 4
HG03516#2#h2tg000291l	36858	Human gammaherpesvirus 4
HG03516#2#h2tg000296l	40596	Human gammaherpesvirus 4
HG03516#2#h2tg000301l	63963	Human gammaherpesvirus 4
HG03516#2#h2tg000308l	41070	Human gammaherpesvirus 4
HG03516#2#h2tg000309l	42880	Human gammaherpesvirus 4
HG03516#2#h2tg000310l	50580	Human gammaherpesvirus 4
HG03516#2#h2tg000313l	44473	Human gammaherpesvirus 4
HG03516#2#h2tg000323l	40637	Human gammaherpesvirus 4
HG03516#2#h2tg000327l	47152	Human gammaherpesvirus 4
HG03516#2#h2tg000338c	63496	Human gammaherpesvirus 4
HG03516#2#h2tg000342l	48645	Human gammaherpesvirus 4
HG03516#2#h2tg000343l	43448	Human gammaherpesvirus 4
HG03516#2#h2tg000344l	70083	Human gammaherpesvirus 4
HG03516#2#h2tg000352l	47830	Human gammaherpesvirus 4
HG03516#1#h1tg000080l	38917	Human gammaherpesvirus 4
HG03516#1#h1tg000113l	57018	Human gammaherpesvirus 4
HG03516#1#h1tg000129l	63940	Human gammaherpesvirus 4
HG03516#1#h1tg000161l	45942	Human gammaherpesvirus 4
HG03516#1#h1tg000179l	44577	Human gammaherpesvirus 4
HG03516#1#h1tg000210l	50941	Human gammaherpesvirus 4
HG03516#1#h1tg000216l	40435	Human gammaherpesvirus 4
HG03516#1#h1tg000220l	37020	Human gammaherpesvirus 4
HG03516#1#h1tg000224l	56123	Human gammaherpesvirus 4
HG03516#1#h1tg000242l	49266	Human gammaherpesvirus 4
HG03516#1#h1tg000245l	26835	Human gammaherpesvirus 4
HG03516#1#h1tg000251l	39884	Human gammaherpesvirus 4
HG03516#1#h1tg000255l	37183	Human gammaherpesvirus 4
HG03516#1#h1tg000259l	65200	Human gammaherpesvirus 4
HG03516#1#h1tg000260l	28834	Human gammaherpesvirus 4
HG03516#1#h1tg000266l	50026	Human gammaherpesvirus 4
HG03516#1#h1tg000267l	39962	Human gammaherpesvirus 4
HG03516#1#h1tg000272l	38364	Human gammaherpesvirus 4
HG03516#1#h1tg000275l	34813	Human gammaherpesvirus 4
HG03516#1#h1tg000284l	33241	Human gammaherpesvirus 4
HG03516#1#h1tg000290l	43982	Human gammaherpesvirus 4
HG03516#1#h1tg000291l	45615	Human gammaherpesvirus 4
HG03516#1#h1tg000292l	49119	Human gammaherpesvirus 4
HG03516#1#h1tg000296l	28541	Human gammaherpesvirus 4
HG03516#1#h1tg000297l	43411	Human gammaherpesvirus 4
HG03516#1#h1tg000300l	38815	Human gammaherpesvirus 4
HG03516#1#h1tg000309l	54473	Human gammaherpesvirus 4
HG03516#1#h1tg000320l	46343	Human gammaherpesvirus 4
HG03516#1#h1tg000323l	36858	Human gammaherpesvirus 4
HG03516#1#h1tg000325l	31793	Human gammaherpesvirus 4
HG03516#1#h1tg000328l	34507	Human gammaherpesvirus 4
HG03516#1#h1tg000333l	40825	Human gammaherpesvirus 4
HG03516#1#h1tg000335l	40596	Human gammaherpesvirus 4
HG03516#1#h1tg000336l	28073	Human gammaherpesvirus 4
HG03516#1#h1tg000337l	40889	Human gammaherpesvirus 4
HG03516#1#h1tg000338l	63963	Human gammaherpesvirus 4
HG03516#1#h1tg000344l	36813	Human gammaherpesvirus 4
HG03516#1#h1tg000345l	28212	Human gammaherpesvirus 4
HG03516#1#h1tg000349l	41070	Human gammaherpesvirus 4
HG03516#1#h1tg000350l	42880	Human gammaherpesvirus 4
HG03516#1#h1tg000352l	50580	Human gammaherpesvirus 4
HG03516#1#h1tg000354l	44473	Human gammaherpesvirus 4
HG03516#1#h1tg000355l	49238	Human gammaherpesvirus 4
HG03516#1#h1tg000359l	30836	Human gammaherpesvirus 4
HG03516#1#h1tg000362l	40637	Human gammaherpesvirus 4
HG03516#1#h1tg000365l	39515	Human gammaherpesvirus 4
HG03516#1#h1tg000366l	38868	Human gammaherpesvirus 4
HG03516#1#h1tg000368l	31437	Human gammaherpesvirus 4
HG03516#1#h1tg000369l	31871	Human gammaherpesvirus 4
HG03516#1#h1tg000370l	28779	Human gammaherpesvirus 4
HG03516#1#h1tg000373l	25623	Human gammaherpesvirus 4
